ix_id,ixlan_id,proto,prefix
823,823,IPv6,2406:d400:1:133:203:163:222:0/112
828,828,IPv4,185.1.42.0/24
828,828,IPv6,2001:7f8:9b::/64
829,829,IPv4,149.112.13.0/24
829,829,IPv6,2001:504:105::/64
832,832,IPv4,103.27.170.0/23
832,832,IPv6,2401:7500:fff6::/64
833,833,IPv4,206.108.114.0/24
833,833,IPv6,2001:504:3c::/64
842,842,IPv4,200.75.174.0/24
851,851,IPv4,91.218.7.0/25
851,851,IPv6,2001:7f8:94::/64
854,854,IPv4,218.100.71.0/24
854,854,IPv6,2403:1600::/64
859,859,IPv4,187.16.203.0/24
859,859,IPv6,2001:12f8:0:26::/64
863,863,IPv4,206.41.104.0/24
863,863,IPv6,2001:504:39::/64
864,864,IPv4,185.1.25.0/24
864,864,IPv6,2001:7f8:87::/64
866,866,IPv4,185.1.15.0/24
866,866,IPv6,2001:7f8:7a::/64
867,867,IPv4,194.54.93.0/25
867,867,IPv6,2001:7f8:3a:e202::/64
869,869,IPv4,206.53.204.0/24
869,869,IPv6,2001:504:64:100::/64
876,876,IPv4,185.1.13.0/24
876,876,IPv6,2001:7f8:78::/48
880,880,IPv4,37.49.232.0/24
880,880,IPv6,2001:7f8:54:5::/64
881,881,IPv4,193.34.197.128/25
881,881,IPv6,2001:7f8:6d::/64
904,904,IPv4,200.115.81.0/24
904,904,IPv6,2001:13c7:6011::/64
906,906,IPv4,206.130.15.0/24
906,906,IPv6,2001:504:37:10::/64
909,909,IPv4,103.231.152.0/22
909,909,IPv6,2001:df5:b800:bb00::/64
911,911,IPv4,200.115.83.0/24
911,911,IPv6,2001:13c7:6013::/64
916,916,IPv4,103.101.136.0/24
916,916,IPv6,2401:ee00:58:500::/64
922,922,IPv4,196.223.35.0/24
930,930,IPv4,200.0.19.0/24
930,930,IPv6,2001:13c7:6007::/64
935,935,IPv4,206.41.106.0/24
935,935,IPv6,2001:504:3d:1::/64
938,938,IPv4,206.41.109.0/24
938,938,IPv6,2001:504:3f::/48
940,940,IPv4,181.188.0.0/24
944,944,IPv4,206.108.115.0/24
944,944,IPv6,2001:504:38:1::/64
945,945,IPv4,200.13.83.0/24
945,945,IPv6,2001:13c7:6008::/64
948,948,IPv4,203.190.227.0/24
948,948,IPv6,2001:de8:5:1::/64
954,954,IPv4,206.41.108.0/24
954,954,IPv6,2001:504:40:108::/64
957,957,IPv4,198.78.5.0/24
957,957,IPv6,2607:fe60:aaaa::/64
965,965,IPv4,103.41.12.0/22
965,965,IPv6,2001:ded::/48
967,967,IPv4,196.223.38.0/24
967,967,IPv6,2001:43f8:9c0:1000::/64
967,967,IPv6,2001:43f8:9c1:1::/64
969,969,IPv4,196.10.141.0/24
969,969,IPv6,2001:43f8:6d2::/64
971,971,IPv4,103.25.228.0/24
971,971,IPv6,2001:dec:0:1::/64
976,976,IPv4,218.100.54.128/25
976,976,IPv6,2001:7fa:11:5::/64
977,977,IPv4,43.243.21.0/24
977,977,IPv6,2001:7fa:11:6::/64
983,983,IPv4,202.37.120.0/24
983,983,IPv6,2406:7040:706:74::/64
984,984,IPv4,43.243.22.0/23
984,984,IPv6,2001:dea:0:40::/64
985,985,IPv4,185.1.33.0/24
985,985,IPv6,2001:7f8:90::/64
986,986,IPv4,206.53.139.0/24
986,986,IPv6,2001:504:45:f3e8::/64
993,993,IPv4,185.1.1.0/24
993,993,IPv6,2001:7f8:72:be1::/64
1002,1002,IPv4,206.53.137.0/24
1002,1002,IPv6,2001:504:44::/64
1006,1006,IPv4,209.124.52.0/23
1006,1006,IPv6,2607:f790:100::/64
1007,1007,IPv4,196.11.234.0/24
1007,1007,IPv6,2001:43f8:9d0::/64
1009,1009,IPv4,185.1.31.0/24
1009,1009,IPv6,2001:7f8:8d::/64
1013,1013,IPv4,163.53.143.0/24
1016,1016,IPv4,195.66.254.0/24
1016,1016,IPv6,2001:7f8:4:4::/64
1017,1017,IPv4,196.223.40.0/24
1019,1019,IPv4,185.1.2.0/24
1019,1019,IPv6,2001:7f8:81::/64
1023,1023,IPv4,200.107.83.0/24
1023,1023,IPv6,2801:1d:a000:1::/64
1025,1025,IPv4,203.159.68.0/23
1025,1025,IPv6,2001:deb:0:68::/64
1026,1026,IPv4,183.177.61.0/24
1026,1026,IPv6,2001:de8:6:1::/64
1028,1028,IPv4,191.97.48.0/24
1032,1032,IPv4,196.223.12.0/24
1032,1032,IPv6,2001:43f8:150::/48
1038,1038,IPv4,209.141.110.0/24
1038,1038,IPv6,2607:f778:1:fe00::/64
1040,1040,IPv4,185.1.38.0/24
1040,1040,IPv6,2001:7f8:99:ffff::/64
1042,1042,IPv4,200.110.120.0/24
1042,1042,IPv6,2001:13c7:6f80::/48
1046,1046,IPv4,197.255.191.0/24
1046,1046,IPv6,2c0f:f048::/64
1054,1054,IPv4,103.42.120.0/22
1054,1054,IPv4,58.147.184.0/21
1054,1054,IPv6,2404:9580:24:534::/64
1054,1054,IPv6,2404:9580:63:516::/64
1056,1056,IPv4,91.212.235.0/24
1056,1056,IPv6,2001:7f8:9f::/64
1066,1066,IPv4,200.14.37.0/24
1066,1066,IPv6,2001:13c7:6009::/64
1067,1067,IPv4,200.14.75.0/24
1067,1067,IPv6,2001:13c7:600e::/64
1068,1068,IPv4,200.14.39.0/24
1068,1068,IPv6,2001:13c7:600c::/64
1069,1069,IPv4,200.115.82.0/24
1069,1069,IPv6,2001:13c7:6012::/64
1070,1070,IPv4,200.14.38.0/24
1070,1070,IPv6,2001:13c7:600b::/64
1071,1071,IPv4,200.115.84.0/24
1071,1071,IPv6,2001:13c7:6014::/64
1072,1072,IPv4,200.14.74.0/24
1072,1072,IPv6,2001:13c7:600d::/64
1073,1073,IPv4,185.1.43.0/24
1073,1073,IPv6,2001:7f8:11::/64
1086,1086,IPv4,206.53.143.0/24
1086,1086,IPv6,2001:504:47::/64
1088,1088,IPv4,109.239.136.0/23
1088,1088,IPv6,2001:b28:3ff::/64
1089,1089,IPv4,185.1.40.0/24
1089,1089,IPv6,2001:7f8:98::/64
1094,1094,IPv4,80.94.94.0/23
1094,1094,IPv6,2a06:2340:94::/64
1094,1094,IPv6,2a06:2340::/64
1095,1095,IPv4,103.54.2.0/23
1095,1095,IPv4,45.64.253.0/24
1105,1105,IPv4,41.231.21.0/24
1105,1105,IPv6,2001:4350:3000::/64
1117,1117,IPv4,198.32.166.0/23
1117,1117,IPv6,2001:478:166::/64
1123,1123,IPv4,181.210.17.0/24
1127,1127,IPv4,194.254.208.128/27
1131,1131,IPv4,185.1.46.0/24
1131,1131,IPv6,2001:7f8:32::/64
1134,1134,IPv4,194.57.235.0/24
1142,1142,IPv4,198.32.165.0/24
1142,1142,IPv6,2001:478:165::/64
1146,1146,IPv4,185.79.175.0/24
1146,1146,IPv6,2001:7f8:f:1::/64
1149,1149,IPv4,185.1.47.0/24
1149,1149,IPv6,2001:7f8:36::/64
1150,1150,IPv4,185.1.48.0/24
1150,1150,IPv6,2001:7f8:3f::/64
1151,1151,IPv4,185.1.60.0/24
1151,1151,IPv6,2001:7f8:9c::/64
1154,1154,IPv4,91.221.180.0/23
1154,1154,IPv6,2a0b:9fc0:1::/64
1156,1156,IPv4,185.1.54.0/24
1156,1156,IPv6,2001:7f8:95::/48
1160,1160,IPv4,213.162.194.0/24
1160,1160,IPv6,2a02:23a0:1111:9999::/64
1168,1168,IPv4,185.1.39.0/24
1168,1168,IPv6,2001:7f8:80::/64
1169,1169,IPv4,206.53.140.0/24
1169,1169,IPv6,2001:504:46::/48
1171,1171,IPv4,185.1.45.0/24
1171,1171,IPv6,2001:7f8:2e::/48
1172,1172,IPv4,106.48.34.0/23
1172,1172,IPv6,2405:3b00::/64
1174,1174,IPv4,206.53.171.0/24
1174,1174,IPv6,2606:a980:0:4::/64
1175,1175,IPv4,206.53.172.0/24
1175,1175,IPv6,2606:a980:0:5::/64
1178,1178,IPv4,206.53.170.0/24
1178,1178,IPv6,2606:a980:0:3::/64
1180,1180,IPv4,206.53.174.0/24
1180,1180,IPv6,2606:a980:0:7::/64
1183,1183,IPv4,203.254.32.0/24
1187,1187,IPv4,103.14.9.0/24
1187,1187,IPv6,2400:6280:2::/64
1188,1188,IPv4,202.150.8.0/23
1191,1191,IPv4,195.135.199.0/24
1201,1201,IPv4,196.223.6.0/24
1201,1201,IPv6,2001:43f8:0:100::/64
1207,1207,IPv4,206.53.175.0/24
1207,1207,IPv6,2001:504:58::/64
1209,1209,IPv4,103.7.144.0/25
1209,1209,IPv6,2001:de8:1d::/64
1210,1210,IPv4,193.34.200.128/25
1212,1212,IPv4,206.53.200.0/24
1212,1212,IPv6,2001:504:59::/64
1214,1214,IPv4,185.1.170.0/23
1214,1214,IPv6,2001:7f8:9e::/64
1228,1228,IPv4,103.30.172.0/23
1228,1228,IPv6,2001:df0:f080:cdc::/64
1229,1229,IPv4,185.1.23.0/24
1235,1235,IPv4,202.12.243.0/24
1235,1235,IPv6,2001:dea:0:50::/64
1242,1242,IPv4,193.106.112.0/23
1242,1242,IPv6,2a00:1b30::/64
1249,1249,IPv4,206.53.202.0/24
1249,1249,IPv6,2001:504:61::/64
1262,1262,IPv4,185.1.69.0/24
1262,1262,IPv6,2001:7f8:18:210::/64
1276,1276,IPv4,187.16.204.0/24
1276,1276,IPv6,2001:12f8:0:27::/64
1277,1277,IPv4,185.1.192.0/23
1277,1277,IPv6,2001:7f8:a0::/64
1284,1284,IPv4,106.48.36.0/23
1284,1284,IPv6,2405:3b01::/64
1285,1285,IPv4,206.81.82.0/23
1285,1285,IPv6,2001:504:16:1::/64
1302,1302,IPv4,185.1.71.0/25
1302,1302,IPv6,2001:7f8:a2::/50
1303,1303,IPv4,103.216.40.0/23
1303,1303,IPv6,2404:e780:f872:a::/64
1307,1307,IPv4,206.53.203.0/24
1307,1307,IPv6,2606:a980:0:8::/64
1308,1308,IPv4,185.1.32.0/24
1308,1308,IPv6,2001:7f8:8f::/48
1317,1317,IPv4,103.218.246.0/24
1317,1317,IPv4,218.100.48.192/26
1317,1317,IPv6,2001:de8:1:5::/64
1320,1320,IPv4,37.77.32.0/20
1320,1320,IPv6,2a02:e5c::/32
1323,1323,IPv4,45.120.248.0/24
1323,1323,IPv6,2001:df2:1900:1::/64
1329,1329,IPv4,185.1.74.0/25
1329,1329,IPv6,2001:7f8:a5::/64
1332,1332,IPv4,193.110.226.0/24
1332,1332,IPv6,2001:7f8:7:a::/64
1335,1335,IPv4,196.223.41.0/24
1335,1335,IPv6,2001:43f8:a10::/48
1354,1354,IPv4,198.32.157.0/25
1354,1354,IPv6,2001:7f8:52::/64
1375,1375,IPv4,106.48.38.0/23
1375,1375,IPv6,2405:3b02::/64
1387,1387,IPv4,185.1.52.0/24
1387,1387,IPv6,2001:7f8:62:52::/64
1418,1418,IPv4,185.1.65.192/27
1418,1418,IPv6,2001:7f8:12:5::/64
1419,1419,IPv4,185.1.65.224/27
1419,1419,IPv6,2001:7f8:12:6::/64
1420,1420,IPv4,185.1.65.160/27
1420,1420,IPv6,2001:7f8:12:3::/64
1421,1421,IPv4,185.1.61.0/24
1421,1421,IPv6,2001:7f8:9d::/64
1423,1423,IPv4,185.1.199.0/24
1423,1423,IPv4,212.127.90.0/23
1423,1423,IPv6,2001:7f8:10b::/64
1428,1428,IPv4,77.95.68.0/24
1428,1428,IPv6,2001:7f8:47:38::/64
1449,1449,IPv4,103.203.158.0/23
1449,1449,IPv6,2403:c780:b800:bb00::/64
1464,1464,IPv4,185.1.86.0/24
1464,1464,IPv6,2001:7f8:af::/64
1468,1468,IPv4,103.203.156.0/23
1468,1468,IPv6,2403:c780:a800:bb00::/64
1480,1480,IPv4,200.115.80.0/24
1480,1480,IPv6,2001:13c7:6010::/64
1481,1481,IPv4,138.204.244.0/24
1481,1481,IPv6,2001:13c7:6016::/64
1482,1482,IPv4,138.204.245.0/24
1482,1482,IPv6,2001:13c7:6017::/64
1483,1483,IPv4,138.204.246.0/24
1483,1483,IPv6,2001:13c7:6018::/64
1484,1484,IPv4,138.204.247.0/24
1484,1484,IPv6,2001:13c7:6019::/64
1485,1485,IPv4,138.204.248.0/24
1485,1485,IPv6,2001:13c7:6020::/64
1486,1486,IPv4,138.204.249.0/24
1486,1486,IPv6,2001:13c7:6021::/64
1487,1487,IPv4,200.115.85.0/24
1487,1487,IPv6,2001:13c7:6015::/48
1488,1488,IPv4,206.71.8.0/25
1488,1488,IPv6,2001:504:68::/64
1489,1489,IPv4,206.53.207.0/25
1489,1489,IPv6,2001:504:3b:101::/64
1489,1489,IPv6,2001:504:65::/64
1490,1490,IPv4,206.71.9.0/25
1490,1490,IPv6,2001:504:79::/64
1508,1508,IPv4,196.223.0.0/24
1508,1508,IPv6,2001:43f8:270:d0d0::/64
1514,1514,IPv4,45.68.16.0/22
1514,1514,IPv6,2801:14:9000::/64
1516,1516,IPv4,193.151.115.0/24
1519,1519,IPv4,206.71.10.0/24
1519,1519,IPv6,2001:504:45:10::/64
1522,1522,IPv4,201.217.14.0/24
1522,1522,IPv6,2001:1320:cafe::/64
1533,1533,IPv4,85.112.122.0/23
1533,1533,IPv6,2a00:1b30:8888::/64
1561,1561,IPv4,198.32.172.0/24
1561,1561,IPv6,2001:478:172::/64
1574,1574,IPv4,196.60.0.0/24
1574,1574,IPv6,2001:43f8:0:200::/64
1577,1577,IPv4,103.74.224.0/24
1577,1577,IPv6,2001:ded:8000::/48
1577,1577,IPv6,2001:df6:6f80:1::/64
1582,1582,IPv4,62.89.200.0/23
1623,1623,IPv4,223.31.200.0/24
1623,1623,IPv6,2001:e48:44:100b::/64
1627,1627,IPv4,103.77.108.0/23
1627,1627,IPv6,2001:df2:1900:2::/64
1628,1628,IPv4,206.53.205.0/24
1628,1628,IPv6,2606:a980:0:9::/64
1634,1634,IPv4,170.246.67.0/24
1634,1634,IPv6,2803:dc40::/64
1658,1658,IPv4,198.32.231.128/25
1658,1658,IPv6,2404:2c00:ffff:f::/64
1660,1660,IPv4,200.107.255.0/24
1660,1660,IPv6,2803:b4c0::/64
1663,1663,IPv4,103.95.163.0/24
1663,1663,IPv6,2001:df1:b500::/64
1668,1668,IPv4,206.71.12.0/24
1668,1668,IPv6,2001:504:40:12::/64
1669,1669,IPv4,185.1.76.0/24
1669,1669,IPv6,2001:7f8:a7::/48
1670,1670,IPv4,185.1.89.0/24
1670,1670,IPv6,2001:7f8:b1::/64
1679,1679,IPv4,206.71.140.0/24
1679,1679,IPv6,2001:504:76::/48
1684,1684,IPv4,200.219.130.0/24
1684,1684,IPv6,2001:12f8:0:1::/64
1689,1689,IPv4,218.100.49.0/26
1689,1689,IPv6,2001:de8:1:4::/64
1690,1690,IPv4,218.100.49.128/26
1748,1748,IPv4,193.232.244.0/24
1748,1748,IPv6,2001:7f8:20:1101::/64
1754,1754,IPv4,185.1.44.0/24
1754,1754,IPv6,2001:7f8:22::/64
1764,1764,IPv4,138.204.250.0/24
1764,1764,IPv6,2001:13c7:6022::/64
1771,1771,IPv4,218.100.14.0/24
1771,1771,IPv6,2001:de8:a::/48
1772,1772,IPv4,218.100.10.0/24
1772,1772,IPv6,2001:7fa:6::/48
1773,1773,IPv4,218.100.60.0/24
1773,1773,IPv6,2001:de8:3::/48
1776,1776,IPv4,196.223.39.0/24
1776,1776,IPv6,2001:43f8:1160::/64
1785,1785,IPv4,103.77.110.0/24
1785,1785,IPv6,2001:df2:1900:4::/64
1786,1786,IPv4,45.120.251.0/24
1786,1786,IPv6,2001:df2:1900:3::/64
1790,1790,IPv4,206.126.244.0/26
1790,1790,IPv6,2001:504:35::/64
1798,1798,IPv4,138.204.251.0/24
1798,1798,IPv6,2001:13c7:601d::/64
1812,1812,IPv4,185.1.94.0/24
1812,1812,IPv6,2001:7f8:b6::/64
1816,1816,IPv4,185.1.108.0/24
1829,1829,IPv4,206.71.11.0/24
1829,1829,IPv6,2001:504:69:8000::/64
1833,1833,IPv4,190.52.206.0/24
1836,1836,IPv4,218.100.56.0/24
1836,1836,IPv6,2001:7fa:3:b0df::/64
1837,1837,IPv4,218.100.23.0/24
1837,1837,IPv6,2001:7fa:3:5f40::/64
1842,1842,IPv4,185.1.222.0/23
1842,1842,IPv6,2001:7f8:b7::/64
1847,1847,IPv4,187.16.205.0/24
1847,1847,IPv6,2001:12f8:0:28::/64
1861,1861,IPv4,144.48.89.0/24
1861,1861,IPv4,43.249.135.0/24
1862,1862,IPv4,144.48.88.0/24
1863,1863,IPv4,103.40.222.0/24
1868,1868,IPv4,185.1.82.0/24
1868,1868,IPv6,2001:7f8:ad::/64
1869,1869,IPv4,185.1.88.0/24
1869,1869,IPv6,2001:7f8:b0::/64
1870,1870,IPv4,196.216.150.0/25
1886,1886,IPv4,101.251.128.0/22
1896,1896,IPv4,179.0.200.0/24
1896,1896,IPv4,179.0.201.0/24
1896,1896,IPv6,2801:17:c000:201::/64
1915,1915,IPv4,45.71.9.0/24
1916,1916,IPv4,45.71.11.0/24
1917,1917,IPv4,45.71.10.0/24
1923,1923,IPv4,185.1.107.0/24
1923,1923,IPv6,2001:7f8:c1::/64
1925,1925,IPv4,185.1.106.0/24
1925,1925,IPv6,2001:7f8:c0::/64
1926,1926,IPv4,185.1.109.0/24
1926,1926,IPv6,2001:7f8:c3::/64
1927,1927,IPv4,185.1.101.0/24
1927,1927,IPv6,2001:7f8:bc::/64
1933,1933,IPv4,185.1.97.0/24
1933,1933,IPv6,2001:7f8:b9::/48
1958,1958,IPv4,185.1.99.0/24
1958,1958,IPv6,2001:7f8:ba::/48
1977,1977,IPv4,31.28.19.0/24
1977,1977,IPv6,2a00:13c0:3:1::/64
1978,1978,IPv4,31.28.18.0/24
1978,1978,IPv6,2a00:13c0:3:2::/64
1980,1980,IPv4,31.28.26.0/24
1980,1980,IPv6,2a00:13c0:3:4::/64
1981,1981,IPv4,31.28.16.0/24
1981,1981,IPv6,2a00:13c0:3:3::/64
1982,1982,IPv4,31.28.29.0/24
1982,1982,IPv6,2a00:13c0:3:9::/64
1983,1983,IPv4,187.16.193.0/24
1983,1983,IPv6,2001:12f8:0:16::/64
1984,1984,IPv4,185.1.93.0/24
1984,1984,IPv6,2001:7f8:b5::/48
1991,1991,IPv4,45.71.8.0/24
1991,1991,IPv6,2801:14:9000:29::/64
1997,1997,IPv4,185.1.104.0/24
1997,1997,IPv6,2001:7f8:be::/64
1998,1998,IPv4,185.1.102.0/24
1998,1998,IPv6,2001:7f8:bd::/64
1999,1999,IPv4,206.71.141.0/24
1999,1999,IPv6,2001:504:77::/64
2004,2004,IPv4,185.1.100.0/25
2004,2004,IPv6,2001:7f8:bb::/48
2005,2005,IPv4,77.241.206.0/24
2005,2005,IPv6,2001:1ab8:8486::/64
2013,2013,IPv4,185.1.105.0/24
2013,2013,IPv6,2001:7f8:bf:1::/64
2031,2031,IPv4,185.1.112.0/24
2031,2031,IPv6,2001:7f8:83::/64
2032,2032,IPv4,206.71.13.0/24
2032,2032,IPv6,2001:504:70::/64
2035,2035,IPv4,185.232.60.0/23
2035,2035,IPv6,2a0d:e180::/64
2036,2036,IPv4,206.71.142.0/24
2036,2036,IPv6,2620:3b:6000::/64
2039,2039,IPv4,138.204.254.0/24
2039,2039,IPv6,2801:168::/64
2040,2040,IPv4,138.204.253.0/24
2040,2040,IPv6,2001:13c7:601f::/64
2050,2050,IPv4,142.202.116.0/22
2050,2050,IPv4,23.156.192.0/24
2050,2050,IPv6,2604:8440::/32
2051,2051,IPv4,185.1.96.0/24
2051,2051,IPv6,2001:7f8:b8::/48
2062,2062,IPv4,103.105.218.0/24
2062,2062,IPv6,2001:de8:4000::/64
2066,2066,IPv4,201.131.204.0/26
2066,2066,IPv6,2806:239::/64
2070,2070,IPv4,206.71.137.0/24
2070,2070,IPv6,2001:504:37:30::/64
2078,2078,IPv4,200.219.138.0/24
2078,2078,IPv6,2001:12f8:0:29::/64
2084,2084,IPv4,185.1.166.0/23
2084,2084,IPv6,2001:7f8:f2:e1::/64
2086,2086,IPv4,45.227.0.0/24
2086,2086,IPv6,2001:12f8:0:30::/64
2088,2088,IPv4,206.80.234.0/24
2088,2088,IPv6,2001:504:90::/48
2093,2093,IPv4,138.204.255.0/24
2093,2093,IPv6,2801:168:1::/48
2102,2102,IPv4,103.116.194.0/24
2102,2102,IPv6,2001:df3:1300::/64
2116,2116,IPv4,192.35.145.0/24
2116,2116,IPv6,2604:8ac0::/32
2124,2124,IPv4,206.80.235.0/24
2130,2130,IPv4,185.1.22.0/24
2130,2130,IPv6,2001:7f8:c6::/64
2131,2131,IPv4,185.1.116.0/24
2131,2131,IPv6,2001:7f8:c7::/64
2145,2145,IPv4,185.1.110.0/24
2145,2145,IPv6,2001:7f8:3c:3e8::/64
2149,2149,IPv4,185.1.152.0/23
2149,2149,IPv6,2001:7f8:e6::/64
2163,2163,IPv4,206.80.238.0/24
2163,2163,IPv6,2001:504:91::/64
2167,2167,IPv4,45.120.249.0/24
2167,2167,IPv6,2001:df2:1900:5::/64
2176,2176,IPv4,186.10.203.0/24
2176,2176,IPv6,2800:300:1::/64
2182,2182,IPv4,198.32.114.0/24
2182,2182,IPv6,2001:504:0:8::/64
2183,2183,IPv4,198.32.135.0/24
2183,2183,IPv6,2001:504:0:9::/64
2186,2186,IPv4,206.81.105.0/24
2195,2195,IPv4,103.115.147.0/24
2195,2195,IPv6,2001:de8:c000::/64
2207,2207,IPv4,185.1.118.0/24
2208,2208,IPv4,196.60.48.0/24
2208,2208,IPv6,2001:43f8:0:300::/64
2210,2210,IPv4,103.154.8.0/24
2210,2210,IPv4,163.53.87.0/24
2210,2210,IPv6,2405:e100:3::/64
2239,2239,IPv4,185.1.133.0/24
2239,2239,IPv6,2001:7f8:d7::/64
2245,2245,IPv4,103.104.146.0/24
2250,2250,IPv4,195.12.116.0/23
2251,2251,IPv4,103.173.247.0/24
2251,2251,IPv6,2001:df5:b500:7::/64
2253,2253,IPv4,194.54.136.0/24
2253,2253,IPv6,2a0c:c9c0::/64
2254,2254,IPv4,185.1.72.0/24
2272,2272,IPv4,131.72.77.240/28
2272,2272,IPv6,2803:cd80:0:2::/64
2274,2274,IPv4,206.81.104.0/24
2274,2274,IPv6,2602:fed2:fff:ffff::/64
2276,2276,IPv4,185.1.121.0/24
2276,2276,IPv6,2001:7f8:cb:dcbb::/64
2279,2279,IPv4,103.119.235.0/24
2279,2279,IPv6,2403:4ac0:2::/64
2286,2286,IPv4,206.82.109.0/24
2286,2286,IPv6,2001:504:97::/64
2289,2289,IPv4,208.115.128.0/24
2289,2289,IPv6,2001:504:0:10::/64
2291,2291,IPv4,45.227.1.0/24
2291,2291,IPv6,2001:12f8:0:31::/64
2299,2299,IPv4,212.138.252.0/25
2299,2299,IPv4,45.94.12.0/23
2299,2299,IPv6,2001:1490:104::/64
2299,2299,IPv6,2001:1497::/64
2301,2301,IPv4,103.115.193.0/24
2301,2301,IPv6,2001:de9:4000::/64
2301,2301,IPv6,2001:de9:4000:ff00::/64
2317,2317,IPv4,206.71.143.0/24
2317,2317,IPv6,2001:504:78::/64
2318,2318,IPv4,206.71.139.0/24
2318,2318,IPv6,2001:504:75::/64
2319,2319,IPv4,206.71.138.0/24
2319,2319,IPv6,2001:504:74::/64
2320,2320,IPv4,196.223.20.0/24
2320,2320,IPv6,2001:43f8:7f0:1::/64
2325,2325,IPv4,185.230.223.224/27
2325,2325,IPv6,2a0c:2f07:ffff::/64
2332,2332,IPv4,103.82.247.0/24
2341,2341,IPv4,103.129.155.0/24
2341,2341,IPv6,2001:df6:7900::/64
2343,2343,IPv4,5.101.92.0/22
2343,2343,IPv6,2001:678:4fc:1::/64
2343,2343,IPv6,2001:678:4fc:2::/64
2343,2343,IPv6,2001:678:4fc:3::/64
2343,2343,IPv6,2001:678:4fc::/64
2345,2345,IPv4,103.104.19.0/24
2345,2345,IPv6,2401:fdc0::/64
2353,2353,IPv4,204.138.0.0/24
2353,2353,IPv6,2620:102:b000::/64
2355,2355,IPv4,103.129.62.0/26
2355,2355,IPv6,2001:dea:4000::/64
2362,2362,IPv4,196.60.68.0/24
2362,2362,IPv6,2001:43f8:c0:1::/64
2365,2365,IPv4,185.1.59.0/24
2365,2365,IPv6,2001:7f8:cc:333::/64
2368,2368,IPv4,201.182.128.0/24
2368,2368,IPv6,2801:168:2::/64
2381,2381,IPv4,196.60.58.0/24
2381,2381,IPv6,2001:43f8:11f0::/64
2386,2386,IPv4,185.1.123.0/24
2386,2386,IPv6,2001:7f8:ce::/48
2387,2387,IPv4,206.80.239.0/24
2387,2387,IPv6,2001:504:37:20::/64
2388,2388,IPv4,196.60.42.0/24
2388,2388,IPv6,2001:43f8:d11::/64
2402,2402,IPv4,46.22.50.0/24
2407,2407,IPv4,103.8.60.0/24
2410,2410,IPv4,196.60.54.0/24
2410,2410,IPv6,2001:43f8:11a0::/64
2414,2414,IPv4,196.216.150.128/25
2414,2414,IPv6,2001:43f8:bb1:150::/64
2415,2415,IPv4,196.216.151.0/24
2415,2415,IPv6,2001:43f8:bb1:151::/64
2447,2447,IPv4,185.1.125.0/24
2447,2447,IPv6,2001:7f8:d0::/64
2452,2452,IPv4,192.34.26.0/23
2452,2452,IPv4,192.34.27.0/24
2452,2452,IPv6,2602:ffb1:200::/48
2454,2454,IPv4,27.254.16.0/23
2454,2454,IPv6,2404:b0:13:a::/64
2457,2457,IPv4,185.54.252.0/24
2457,2457,IPv6,2a00:7160:5::/64
2467,2467,IPv4,103.127.88.0/23
2467,2467,IPv6,2001:df7:6500:1::/64
2476,2476,IPv4,119.11.184.0/23
2476,2476,IPv6,2404:c8:0:a::/64
2486,2486,IPv4,206.82.108.0/24
2486,2486,IPv6,2001:504:94::/64
2494,2494,IPv4,27.254.18.0/23
2494,2494,IPv6,2404:b0:13:b::/64
2495,2495,IPv4,27.254.196.0/23
2495,2495,IPv6,2404:b0:13:c::/64
2496,2496,IPv4,185.1.127.0/24
2496,2496,IPv6,2001:7f8:d2::/64
2497,2497,IPv4,185.79.213.0/24
2497,2497,IPv6,2a01:7640:9400::/64
2501,2501,IPv4,185.1.128.0/24
2501,2501,IPv6,2001:7f8:d3::/64
2511,2511,IPv4,185.1.144.0/24
2511,2511,IPv6,2001:7f8:df::/64
2516,2516,IPv4,103.151.196.0/23
2516,2516,IPv6,2001:df3:d680::/64
2520,2520,IPv4,196.60.61.0/24
2522,2522,IPv4,203.255.114.0/23
2522,2522,IPv6,2001:3a8:7000::/64
2531,2531,IPv4,185.1.131.0/24
2531,2531,IPv6,2001:7f8:d5::/64
2537,2537,IPv4,185.1.124.0/24
2537,2537,IPv6,2001:7f8:cf::/64
2541,2541,IPv4,196.49.38.128/25
2551,2551,IPv4,206.83.11.0/24
2551,2551,IPv6,2001:504:17:11::/64
2552,2552,IPv4,154.73.42.0/24
2553,2553,IPv4,185.1.134.0/24
2553,2553,IPv6,2001:7f8:d8::/48
2554,2554,IPv4,196.49.38.0/25
2558,2558,IPv4,206.51.30.0/24
2558,2558,IPv6,2001:504:1:9::/64
2563,2563,IPv4,103.136.100.0/25
2563,2563,IPv6,2001:df0:680::/64
2564,2564,IPv4,206.81.109.0/24
2564,2564,IPv6,2001:504:92::/64
2568,2568,IPv4,185.1.64.0/24
2568,2568,IPv6,2001:7f8:5::/48
2569,2569,IPv4,185.1.122.0/24
2569,2569,IPv6,2001:7f8:cd::/48
2571,2571,IPv4,185.1.135.0/24
2571,2571,IPv6,2001:7f8:d9:5b::/64
2572,2572,IPv4,206.83.10.0/24
2572,2572,IPv6,2001:504:17:10::/64
2584,2584,IPv4,206.82.110.0/23
2584,2584,IPv6,2001:504:96::/64
2585,2585,IPv4,206.83.12.0/24
2585,2585,IPv6,2001:504:98::/64
2587,2587,IPv4,103.27.168.0/24
2587,2587,IPv6,2400:d180:67::/64
